子系统,文件,文件职责,当前状态,剩余功能/缺口,依赖或阻塞,优先级,备注
tools,tools/b11_acceptance_check.sh,B11 验收检查脚本,文档/脚本支撑,脚本可复核本地证据，但不能替代真机/部署/发布现场验收,真实环境验收缺失,P2,验收辅助脚本
tools,tools/capture_ai_chat_device_evidence.py,AI 聊天真机证据采集脚本,文档/脚本支撑,脚本门禁已完善，但仍需在真实解锁设备上采集有效证据,Android 真机环境,P1,设备证据工具
tools,tools/capture_ai_home_device_evidence.py,AI 首页真机证据采集脚本,文档/脚本支撑,首页干净入口脚本已具备，但真机通过证据仍未完成,Android 真机环境,P1,首页证据工具
tools,tools/migrate_kingdee_zhihuiji.py,功能辅助脚本,文档/脚本支撑,脚本能力需跟随真实环境、部署链和验收口径继续使用/校准,依赖真实运行环境或验收对象,P2,当前用于验收/证据/导入/巡检支撑
tools,tools/nonfunctional_probe.py,功能辅助脚本,文档/脚本支撑,脚本能力需跟随真实环境、部署链和验收口径继续使用/校准,依赖真实运行环境或验收对象,P2,当前用于验收/证据/导入/巡检支撑
tools,tools/report_performance_evidence.py,功能辅助脚本,文档/脚本支撑,脚本能力需跟随真实环境、部署链和验收口径继续使用/校准,依赖真实运行环境或验收对象,P2,当前用于验收/证据/导入/巡检支撑
web,web/index.html,静态页面入口,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/package.json,项目配置,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/src/App.vue,Web 组件,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/src/app/layouts/AppLayout.vue,Web 布局,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/src/app/router/routes.ts,Web 路由总表,已完成待联调,主路由已齐，但仍有入口回落到骨架页，需继续专页化收口,部分页面仍解析到通用骨架,P1,resolveScreenComponent 仍有 fallback
web,web/src/app/router/stitch-screens.ts,Web Stitch 页面清单与规划映射,部分完成,仍保留多条 planned PC 页面，说明部分页面还是规划态而非最终实现,PC 最终专页尚未全部落地,P1,plannedPcScreen 仍存在
web,web/src/app/stores/session.ts,Web 登录态与权限状态管理,部分完成,当前真实权限仍围绕 owner_user_id 与 demo/member 规划，不是最终 store/member 模型,后端成员接口缺失,P0,权限状态仍带规划层
web,web/src/entities/auth/roles.ts,Web TypeScript 模块,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/src/entities/screen/live-screen-data.ts,Web TypeScript 模块,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/src/entities/screen/page-models.ts,Web TypeScript 模块,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/src/main.ts,Web TypeScript 模块,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/src/pages/ForbiddenPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/StitchScreenPage.vue,Web 通用骨架/规划页,仅骨架/规划态,仍承接未专页化入口，不能作为最终业务页,尚有 PC 页面未专页化,P1,通用工作台骨架
web,web/src/pages/agent/AgentPage.vue,Web AI 助手页面,部分完成,真实会话/SSE 已接，但真实端到端证据、草稿执行闭环、取消验收仍未完成,AI 后端与前端联调、生产证据,P1,真实 SSE 页面
web,web/src/pages/archives/PartnerArchivePage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/archives/ProductArchivePage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/archives/ProductEditPage.vue,Web 商品编辑页面,已完成待联调,核心字段已接齐，但多价格级、供应商关系、图片上传仍待下一轮,媒体接口与更厚商品合同,P2,先覆盖核心字段
web,web/src/pages/auth/LoginPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/dashboard/DashboardPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/documents/PurchaseOrderDetailPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/documents/PurchaseOrderEditPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/documents/PurchaseOrderListPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/documents/PurchaseReceiptPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/documents/PurchaseReturnPage.vue,Web 采购退货页面,部分完成,页面已专页化，但退货提交、退款链路、可退数量校验仍缺后端支持,后端未提供采购退货合同,P0,提交按钮仍受限
web,web/src/pages/documents/SalesOrderDetailPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/documents/SalesOrderEditPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/documents/SalesOrderListPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/documents/SalesPaymentPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/documents/SalesReturnPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/finance/DailyExpensePage.vue,Web 日常支出页面,已完成待联调,真实支出写入已具备，但附件、票据图片、自定义发生日期仍未接齐,媒体接口与财务合同扩展,P2,先完成主写链
web,web/src/pages/finance/FinanceRecordPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/finance/PayOrderDetailPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/inventory/InventoryAdjustPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/inventory/InventorySnapshotPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/inventory/ProductLedgerPage.vue,Web 页面,已完成待联调,页面主链已具备，仍需真实后端、部署与设计验收,真实 API / 部署 / 设计验收,P2,Web 页面文件
web,web/src/pages/reports/ReportsPage.vue,Web 经营报表页面,已完成待联调,真实报表主链已接，但仍待真实趋势口径、设计稿收口与部署验收,报表接口真实性与 UI 验收,P1,原生 SVG 报表
web,web/src/pages/settings/DatabasePage.vue,Web 数据库管理页面,部分完成,健康检查与导入任务已接，但连接测试、备份恢复、执行编排仍不完整,后端数据库管理合同不完整,P1,owner 级数据库控制台
web,web/src/pages/settings/RoleAccessPage.vue,Web 店员与权限页面,部分完成,当前真实能力仅到 `/v1/admin/users` 账号管理，未落到 store/member 级 RBAC,后端未提供真实门店成员与角色绑定接口,P0,owner_user_id + 前端规划态
web,web/src/shared/api/agent-stream.ts,Web API 客户端/契约,已完成待联调,基础路由/状态/API 能力存在，但仍需跟随真实后端与剩余页面收口,接口缺口与页面收口,P2,Web 基础层
web,web/src/shared/api/client.ts,Web API 客户端与类型汇总,已完成待联调,多数主链已接，但会受后端缺口影响；RBAC/采购退货/媒体等仍受限,后端接口未齐或待验收,P1,接口聚合点
web,web/src/shared/api/contracts.ts,Web 接口契约目录,部分完成,已记录未来 RBAC/store 接口，但和现有后端实现仍有缺口,契约先于实现；需补真实 store/member API,P0,含未落地 RBAC 契约
web,web/src/shared/utils/business.ts,Web 业务工具,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/src/shared/utils/id.ts,Web 业务工具,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/src/style.css,静态样式,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/tsconfig.app.json,项目配置,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/tsconfig.json,项目配置,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/tsconfig.node.json,项目配置,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
web,web/vite.config.ts,Web TypeScript 模块,已完成待联调,基础前端文件已具备，剩余工作主要是联调和体验收口,联调与部署验收,P3,Web 承载文件
