序号,文件路径,相对路径,类或对象,函数名,函数类型,起始行,结束行,行数,职责摘要,副作用,调用方,发现问题编号,重复实现编号,审阅方式,状态,备注
768,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOrganizationService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOrganizationService.java,AdminOrganizationService,resolveOwner,method,368,373,6,"调用: resolveOwner, findById, map, orElse, ownerUserIds, contains",DB读,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
769,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOrganizationService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOrganizationService.java,AdminOrganizationService,requireMutation,method,375,381,7,"调用: requireMutation, isBlank, trim, length, IllegalArgumentException, IllegalStateException",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
770,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOrganizationService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOrganizationService.java,AdminOrganizationService,invalidateSessions,method,383,388,6,"调用: invalidateSessions, findByUserIdAndIsActiveTrue, setIsActive, isEmpty, saveAll",DB写、DB读,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
771,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOrganizationService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOrganizationService.java,AdminOrganizationService,instant,method,390,392,3,"调用: instant, ofEpochMilli",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
772,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,AdminOverviewService,trend,method,116,128,13,"调用: trend, from, isBefore, plus, isAfter, add",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
773,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,AdminOverviewService,timeRange,method,130,140,11,"调用: timeRange, now, minus, isBefore, IllegalArgumentException, between",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
774,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,AdminOverviewService,countAgentRuns,method,142,149,8,"调用: countAgentRuns, allStores, allOwners, ownerUserIds, storeIds",DB读,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
775,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,AdminOverviewService,sumAgentToolCount,method,151,158,8,"调用: sumAgentToolCount, allStores, allOwners, ownerUserIds, storeIds",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
776,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,AdminOverviewService,countAgentRunsByStatus,method,160,169,10,"调用: countAgentRunsByStatus, allStores, allOwners, ownerUserIds, storeIds",DB读,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
777,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,AdminOverviewService,countAgentRunsByStatuses,method,171,180,10,"调用: countAgentRunsByStatuses, allStores, allOwners, ownerUserIds, storeIds",DB读,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
778,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,AdminOverviewService,averageAgentRunDuration,method,182,191,10,"调用: averageAgentRunDuration, allStores, allOwners, ownerUserIds, storeIds",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
779,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,AdminOverviewService,scopeCompleteness,method,193,195,3,"调用: scopeCompleteness, allOwners",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
780,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminOverviewService.java,AdminOverviewService,TimeRange,method,197,197,1,调用: TimeRange,无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
781,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,AdminRetentionService,get,method,31,42,12,"调用: get, requirePermission, findById, orElse, Policy, recordRead",DB读,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
782,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,AdminRetentionService,update,method,45,83,39,"调用: update, requirePermission, validate, normalizeContentMode, contentMode, auditDays",DB读,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
783,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,AdminRetentionService,toDto,method,85,90,6,"调用: toDto, Policy, getVersion, getAuditDays, getMessageDays, getToolResultDays",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
784,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,AdminRetentionService,validate,method,92,104,13,"调用: validate, expectedVersion, idempotencyKey, isBlank, trim, length",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
785,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,AdminRetentionService,validateDays,method,106,108,3,"调用: validateDays, IllegalArgumentException",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
786,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminRetentionService.java,AdminRetentionService,normalizeContentMode,method,110,114,5,"调用: normalizeContentMode, isBlank, trim, toUpperCase, IllegalArgumentException",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
787,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminScopeService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminScopeService.java,AdminScopeService,resolve,method,10,12,3,调用: resolve,无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
788,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,AdminSystemService,config,method,79,81,3,调用: config,无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
789,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,AdminSystemService,config,method,84,105,22,"调用: config, requirePermission, authorize, findByScopeOwnerUserIdAndScopeStoreId, orElse, recordRead",DB读,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
790,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,AdminSystemService,updateConfig,method,108,167,60,"调用: updateConfig, authorize, ownerUserId, storeId, validateUpdateRequest, canonicalConfigPayload",DB读,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
791,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,AdminSystemService,health,method,170,217,48,"调用: health, requirePermission, now, databaseHealthy, add, Component",DB读,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
792,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,AdminSystemService,toConfig,method,219,223,5,"调用: toConfig, ConfigResponse, getModelId, getAgentEnabled, parseTools, getEnabledToolsJson",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
793,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,AdminSystemService,registeredToolNames,method,225,227,3,"调用: registeredToolNames, listTools, stream, map, name, toList",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
794,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,AdminSystemService,parseTools,method,229,236,8,"调用: parseTools, readValue, normalizeTools",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
795,/Users/sunyiyang/Desktop/Project/master-goods/Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,Code/backend/src/main/java/com/zhihuiji/backend/application/service/admin/AdminSystemService.java,AdminSystemService,normalizeTools,method,238,249,12,"调用: normalizeTools, isBlank, length, IllegalArgumentException, trim, isRegistered",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
